"date","pressure","parameter","value"
2000-12-20,60,"salinity",31.331
2000-12-20,2,"sigmaTheta",22.7459764777261
2000-12-20,5,"sigmaTheta",22.7754531218017
2000-12-20,10,"sigmaTheta",22.8194999214857
2000-12-20,60,"sigmaTheta",24.8329636594092
2000-12-27,2,"temperature",2.5633
2000-12-27,5,"temperature",4.8583
2000-12-27,10,"temperature",5.5643
2000-12-27,60,"temperature",4.2376
2000-12-27,2,"salinity",28.7081
2000-12-27,5,"salinity",29.95
2000-12-27,10,"salinity",30.4284
2000-12-27,60,"salinity",31.3209
2000-12-27,2,"sigmaTheta",22.8975951445816
2000-12-27,5,"sigmaTheta",23.6887624162044
2000-12-27,10,"sigmaTheta",23.9920769294461
2000-12-27,60,"sigmaTheta",24.8381838171567
2001-01-03,2,"temperature",3.5433
2001-01-03,5,"temperature",3.5564
2001-01-03,10,"temperature",4.5155
2001-01-03,60,"temperature",4.1227
2001-01-03,2,"salinity",28.912
2001-01-03,5,"salinity",28.7472
2001-01-03,10,"salinity",30.8025
2001-01-03,60,"salinity",31.3233
2001-01-03,2,"sigmaTheta",22.9859023773599
2001-01-03,5,"sigmaTheta",22.8537559589004
2001-01-03,10,"sigmaTheta",24.3990100680426
2001-01-03,60,"sigmaTheta",24.8512308395675
2001-01-10,2,"temperature",2.9653
2001-01-10,5,"temperature",3.0224
2001-01-10,10,"temperature",3.2367
2001-01-10,60,"temperature",4.1733
2001-01-10,2,"salinity",29.3327
2001-01-10,5,"salinity",29.2773
2001-01-10,10,"salinity",29.1259
2001-01-10,60,"salinity",31.3037
2001-01-10,2,"sigmaTheta",23.3666920367858
2001-01-10,5,"sigmaTheta",23.3181834405027
2001-01-10,10,"sigmaTheta",23.1809080893632
2001-01-10,60,"sigmaTheta",24.830776857709
2001-01-17,2,"temperature",2.0467
2001-01-17,5,"temperature",2.1574
2001-01-17,10,"temperature",2.3299
2001-01-17,60,"temperature",4.1939
2001-01-17,2,"salinity",30.1994
2001-01-17,5,"salinity",30.3215
2001-01-17,10,"salinity",30.3843
2001-01-17,60,"salinity",31.2937
2001-01-17,2,"sigmaTheta",24.1244123131908
2001-01-17,5,"sigmaTheta",24.2146219595195
2001-01-17,10,"sigmaTheta",24.2528363661488
2001-01-17,60,"sigmaTheta",24.8208375778718
2001-01-24,2,"temperature",1.3494
2001-01-24,5,"temperature",1.4037
2001-01-24,10,"temperature",1.5589
2001-01-24,60,"temperature",4.1813
2001-01-24,2,"salinity",30.2623
2001-01-24,5,"salinity",30.2767
2001-01-24,10,"salinity",30.3232
2001-01-24,60,"salinity",31.3003
2001-01-24,2,"sigmaTheta",24.2180621840803
2001-01-24,5,"sigmaTheta",24.2264793628335
2001-01-24,10,"sigmaTheta",24.2545672148615
2001-01-24,60,"sigmaTheta",24.8273014365739
2001-01-31,2,"temperature",1.1781
2001-01-31,5,"temperature",1.1792
2001-01-31,10,"temperature",1.2373
2001-01-31,60,"temperature",4.1887
2001-01-31,2,"salinity",30.1898
2001-01-31,5,"salinity",30.1961
2001-01-31,10,"salinity",30.3028
